Conditional.S-,Flow loop control.T+,Function access.S-,Function access.T+,Operator expression.S-;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Exception Handler.T+,Function access.S-,Variable declaration.T+;3;[apache_tomcat-b341c09ab21f85345dba2df9eb4551515dfc79f6, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_derby-85fc221dcc56edf92b8d9e9702c79e556e7b7710]
Conditional.S-,Flow loop control.T+,Function access.S-,Function access.T+,Operator expression.T+;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Conditional.S-,Function access.S+,Operator expression.S+;2;[WhisperSystems_Signal-Android-cd085faecdf378b9245e73ffcfe36d93b61eeef2, google_ExoPlayer-d8e6b096c4b9eeaba2e49d8f28a5bf72bd8e6c0f]
Conditional.S-,Flow loop control.S+,Function access.S+,Function access.S-,Operator expression.S+;2;[WhisperSystems_Signal-Android-cd085faecdf378b9245e73ffcfe36d93b61eeef2, google_ExoPlayer-d8e6b096c4b9eeaba2e49d8f28a5bf72bd8e6c0f]
Exception Handler.T+,Flow loop control.S-,Function access.T+;2;[apache_tomcat-bf8fb1d3fdd3f755657032b33fa4ef5e308c13e8, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
Exception Handler.T+,Flow loop control.S-,Function access.T-;2;[apache_tomcat-bf8fb1d3fdd3f755657032b33fa4ef5e308c13e8, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
Exception Handler.T+,Flow loop control.S-,Function access.S-;2;[apache_tomcat-bf8fb1d3fdd3f755657032b33fa4ef5e308c13e8, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
Conditional.S-,Conditional.T+,Flow loop control.T+,Function Creation.S-,Function access.S-;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Conditional.S-,Conditional.T+,Flow loop control.T+,Function Creation.S-,Function access.T+;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Function Creation.S-,Function access.S-,Operator expression.T+;10;[google_ExoPlayer-d03fb105165f0724b8e576f84b85503c169b233d, apache_tomcat-d7db4dd17be114b907a0c04ca33ca71b53ce820c, netty_netty-26cdadda9ea46c8fe4e87770360976480fd751ed, apache_derby-3233189a04a8029e5ccae6721a25a92651e74577, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, google_ExoPlayer-cb85dc25aa74978c59ee04d83fac9728318cb77f, netty_netty-a7f7d9c8e004aa13801424e6e665b1ec525a822f, google_ExoPlayer-5360ddc519392037c3af0887d5d0dafeafe4c110, apache_derby-9f5e1d4aef189f1e01ef7fc47a33649a189eacb4, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
